output_path,top_folder,collection_folder,series,name,image_url,page_url
sonny_png_library_web/regulars/sweets-collections/sweets-series/08__popcorn.png,regulars,sweets-collections,Sweets Series,Popcorn,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_popcorn_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series/11__cookie.png,regulars,sweets-collections,Sweets Series,Cookie,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_cookie_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/03__elephant.png,regulars,animal-collections,Animal Series 1 (~2018),Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_elephant_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series/07__pancake.png,regulars,sweets-collections,Sweets Series,Pancake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_pancake_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/04__panda.png,regulars,animal-collections,Animal Series 1 (~2018),Panda,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_panda_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/05__monkey.png,regulars,animal-collections,Animal Series 1 (~2018),Monkey,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_monkey_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/09__dalmatian.png,regulars,animal-collections,Animal Series 1 (~2018),Dalmatian,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_dalmatian_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/08__koala.png,regulars,animal-collections,Animal Series 1 (~2018),Koala,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_koala_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/06__tiger.png,regulars,animal-collections,Animal Series 1 (~2018),Tiger,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_tiger_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/07__crocodile.png,regulars,animal-collections,Animal Series 1 (~2018),Crocodile,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_crocodile_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/03__lesser-panda.png,regulars,animal-collections,Animal Series 2 (~2018),Lesser Panda,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lesserpanda_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/11__rabbit.png,regulars,animal-collections,Animal Series 1 (~2018),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_rabbit_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/02__pig.png,regulars,animal-collections,Animal Series 2 (~2018),Pig,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_pig_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/01__fawn.png,regulars,animal-collections,Animal Series 2 (~2018),Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/2f1f9f4717e3d451824c2b181bc61b3e.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/10__frog.png,regulars,animal-collections,Animal Series 1 (~2018),Frog,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_frog_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-1-2018/12__lion.png,regulars,animal-collections,Animal Series 1 (~2018),Lion,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lion_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/04__giraffe.png,regulars,animal-collections,Animal Series 2 (~2018),Giraffe,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_giraffe_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/05__parakeet.png,regulars,animal-collections,Animal Series 2 (~2018),Parakeet,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_parakeet_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/06__white-bear.png,regulars,animal-collections,Animal Series 2 (~2018),White Bear,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_whitebear_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/07__uribou.png,regulars,animal-collections,Animal Series 2 (~2018),Uribou,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_uribou_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/02__gorilla.png,regulars,animal-collections,Animal Series 3 (~2018),Gorilla,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_gorilla_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/08__rhinoceros.png,regulars,animal-collections,Animal Series 2 (~2018),Rhinoceros,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_rhinoceros_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/12__sheep.png,regulars,animal-collections,Animal Series 2 (~2018),Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_sheep_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/01__hippopotamus.png,regulars,animal-collections,Animal Series 3 (~2018),Hippopotamus,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_hippopotamus_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/09__cow.png,regulars,animal-collections,Animal Series 2 (~2018),Cow,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cow_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/10__mouse.png,regulars,animal-collections,Animal Series 2 (~2018),Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_mouse_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/03__american-short-hair.png,regulars,animal-collections,Animal Series 3 (~2018),American Short Hair,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_americanshorthair_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-2-2018/11__reindeer.png,regulars,animal-collections,Animal Series 2 (~2018),Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_reindeer_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/04__buffalo.png,regulars,animal-collections,Animal Series 3 (~2018),Buffalo,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_buffalo_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/05__alpaca.png,regulars,animal-collections,Animal Series 3 (~2018),Alpaca,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_alpaca_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/07__parrot.png,regulars,animal-collections,Animal Series 3 (~2018),Parrot,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_parrot_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/04__shiba-inu.png,regulars,animal-collections,Animal Series 4 (~2018),Shiba Inu,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_shibainu_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/12__owl.png,regulars,animal-collections,Animal Series 3 (~2018),Owl,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_owl_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/03__chihuahua.png,regulars,animal-collections,Animal Series 4 (~2018),Chihuahua,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_chihuahua_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/01__horse.png,regulars,animal-collections,Animal Series 4 (~2018),Horse,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_horse_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/08__lop-ear-rabbit.png,regulars,animal-collections,Animal Series 3 (~2018),Lop Ear Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lopearrabbit_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/05__mongoose.png,regulars,animal-collections,Animal Series 4 (~2018),Mongoose,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_mongoose_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/02__goat.png,regulars,animal-collections,Animal Series 4 (~2018),Goat,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_goat_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/06__french-bull-dog.png,regulars,animal-collections,Animal Series 3 (~2018),French Bull Dog,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_frenchbulldog_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/10__duckbill.png,regulars,animal-collections,Animal Series 3 (~2018),Duckbill,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_duckbill_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/09__zebra.png,regulars,animal-collections,Animal Series 3 (~2018),Zebra,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_zebra_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-3-2018/11__chameleon.png,regulars,animal-collections,Animal Series 3 (~2018),Chameleon,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_chameleon_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/06__hamadryas-baboon.png,regulars,animal-collections,Animal Series 4 (~2018),Hamadryas Baboon,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_hamadryasbaboon_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/02__strawberry-shortcake.png,regulars,sweets-collections,Sweets Series (~2018),Strawberry Shortcake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_strawberryshortcake_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/09__japanese-crane.png,regulars,animal-collections,Animal Series 4 (~2018),Japanese Crane,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_japanesecrance_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/08__skunk.png,regulars,animal-collections,Animal Series 4 (~2018),Skunk,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_skunk_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/11__duck.png,regulars,animal-collections,Animal Series 4 (~2018),Duck,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_duck_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/01__pancake.png,regulars,sweets-collections,Sweets Series (~2018),Pancake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_pancake_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/05__cookie.png,regulars,sweets-collections,Sweets Series (~2018),Cookie,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_cookie_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/03__popcorn.png,regulars,sweets-collections,Sweets Series (~2018),Popcorn,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_popcorn_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/12__snake.png,regulars,animal-collections,Animal Series 4 (~2018),Snake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_snake_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/04__cupcake.png,regulars,sweets-collections,Sweets Series (~2018),Cupcake,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_cupcake_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/10__peacock.png,regulars,animal-collections,Animal Series 4 (~2018),Peacock,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_peacock_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/animal-collections/animal-series-4-2018/07__calico-cat.png,regulars,animal-collections,Animal Series 4 (~2018),Calico Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_calicocat_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/06__fruit-tart.png,regulars,sweets-collections,Sweets Series (~2018),Fruit Tart,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_fruittart_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/08__pudding.png,regulars,sweets-collections,Sweets Series (~2018),Pudding,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_pudding_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/12__candy.png,regulars,sweets-collections,Sweets Series (~2018),Candy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_candy_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/sweets-collections/sweets-series-2018/07__ice-cream.png,regulars,sweets-collections,Sweets Series (~2018),Ice Cream,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_icecreams_01.jpg,https://www.sonnyangel.com/products/
